id,title,release_date,budget,revenue
159932,A Single Shot,2013-02-09,0.0,18642.0
21072,Zero Tolerance,1999-10-29,5000000.0,0.0
161315,Are You Listening?,1932-03-20,430.0,0.0
134096,Two Plus Two,2012-08-16,0.0,369145.0
138977,Hello Herman,2012-06-05,1500000.0,0.0
89445,Eggshells,1969-01-01,100000.0,0.0
156965,Concussion,2013-04-04,35000000.0,50400000.0
52150,Zincirbozan,2007-04-13,0.0,458625.0
78308,Blood Runs Cold,2011-10-03,5000.0,0.0
34131,Gamera vs. Viras,1968-03-20,56000.0,0.0
174671,Dark Touch,2013-09-27,2729542.0,256979.0
157384,Mother of George,2013-01-18,750000.0,157937.0
56647,Cousinhood,2011-02-04,0.0,3879603.0
72465,Private Lessons,2008-02-04,2800000.0,26279000.0
222911,The Monkey's Paw,2013-10-08,4000.0,0.0
84690,Oxy-Morons,2011-10-02,3500000.0,0.0
76268,My Son,2006-03-07,0.0,962689.0
7269,Space Raiders,1983-07-01,84.0,0.0
207769,Banshee Chapter,2013-08-26,950000.0,0.0
137968,Drift,2013-07-23,11000000.0,0.0
12758,Beyond the Law,1968-04-10,7000000.0,0.0
104067,America,1924-02-21,180000000.0,400056272.0
180383,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012-10-04,500000.0,0.0
22264,America,2009-01-01,180000000.0,400056272.0
218689,Backstreet Dreams,1990-09-29,20000000.0,0.0
95093,Gas,1981-07-01,10000000.0,0.0
72013,Yu-Gi-Oh! 3D: Bonds Beyond Time,2010-01-23,2017928.0,3156482.0
181886,Enemy,2013-12-31,0.0,3396726.0
171540,Big Bad Wolves,2013-04-21,0.0,33232.0
27960,I Saw the Sun,2009-01-01,5000000.0,12812281.0
186992,Stranger by the Lake,2013-05-17,1400000.0,1200000.0
184352,Tom at the Farm,2014-04-16,0.0,687505.0
15359,Wonder Woman,2009-03-03,149000000.0,823970682.0
128006,Speedway,1929-10-07,3000000.0,0.0
17940,Android Apocalypse,2006-06-24,1000000.0,0.0
21435,French Fried Vacation 3,2006-01-01,35.0,84.0
36299,The Grave,1996-01-01,4000000.0,0.0
45266,Behind Enemy Lines,1997-05-23,40000000.0,91753202.0
19400,Gwendoline,1984-02-07,0.0,1337274.0
177888,Teen Beach Movie,2013-07-19,8000000.0,0.0
66892,Tale of the Mummy,1998-03-19,8000000.0,0.0
