id,title,release_date,budget,revenue
9870,Forgetting Sarah Marshall,2008-04-17,30000000.0,105173115.0
14424,Sex and Death 101,2007-06-15,5.0,1.0
12473,The Visitor,2007-09-07,4000000.0,9234510.0
8827,99 francs,2007-09-25,13442285.0,12500000.0
7459,Speed Racer,2008-05-09,120000000.0,93945766.0
9997,Gabriel,2007-11-15,200000.0,1395610.0
8319,Chapter 27,2007-01-25,0.0,187488.0
13079,The Life Before Her Eyes,2007-09-08,8000000.0,0.0
10503,Happy-Go-Lucky,2008-04-18,0.0,18130888.0
13258,Son of Rambow,2007-01-22,4913400.0,6870249.0
14236,Super High Me,2007-10-13,600000.0,0.0
31604,The Killer Elite,1975-12-19,5000000.0,1000000.0
47120,Antares,2004-12-03,500000.0,64910.0
7861,Outsourced,2006-09-12,0.0,690905.0
10886,The Unknown Woman,2006-10-09,8000000.0,6881566.0
13650,Delirious,2006-09-26,18000000.0,5546827.0
8617,Prom Night,2008-04-10,1500000.0,14796236.0
6967,The White Massai,2005-09-14,7000000.0,0.0
12400,Redbelt,2008-04-07,7000000.0,0.0
16450,Hero Wanted,2008-03-28,6.0,10.0
12198,Flight of the Red Balloon,2007-05-17,3000000.0,0.0
14784,The Fall,2008-01-03,30000000.0,3669465.0
13162,Blind Dating,2006-07-28,0.0,834457.0
13008,An American Crime,2007-07-27,2000000.0,0.0
8277,American Pie Presents: Beta House,2007-12-10,10000000.0,18610260.0
2454,The Chronicles of Narnia: Prince Caspian,2008-05-15,225000000.0,419651413.0
17483,Shelter,2007-06-16,500000.0,142666.0
21182,Young @ Heart,2008-10-02,1500000.0,0.0
15356,The Girl Next Door,2007-07-19,21000000.0,31635150.0
15281,King Corn,2007-10-12,0.0,81368.0
50700,Hey Hey It's Esther Blueburger,2008-04-10,6000000.0,0.0
85514,The Quiet American,1958-02-08,30000000.0,27674124.0
37481,Day of the Outlaw,1959-07-01,400000.0,0.0
44260,Lake of Fire,2006-09-09,0.0,25.0
12245,The Oxford Murders,2008-01-18,14100000.0,0.0
15378,The Grand,2007-06-07,5400000.0,0.0
10822,Savage Grace,2007-05-18,4600000.0,1432799.0
13636,Bigger Stronger Faster*,2008-05-30,0.0,307811.0
9022,All the Boys Love Mandy Lane,2008-02-15,750000.0,1757270.0
14103,Allan Quatermain and the Temple of Skulls,2008-04-29,50000.0,0.0
51929,The Emperor's Naked Army Marches On,1987-08-01,222000.0,0.0
14019,Ex Drummer,2007-01-31,0.0,231156.0
15776,The Art of Crying,2007-03-17,20.0,0.0
79761,The Iron Mask,1929-02-21,49000000.0,8685794.0
14305,The Andromeda Strain,2008-05-10,6500000.0,12376563.0
72445,Boat People,1982-10-13,0.0,1988145.0
45791,When Did You Last See Your Father?,2007-10-05,0.0,92.0
9789,My Brother Is an Only Child,2007-04-20,5000000.0,6463286.0
3687,Flesh Gordon,1974-07-30,700000.0,0.0
82731,The Three Musketeers,1921-08-28,1500000.0,111898845.0
37412,Warlock,1959-06-10,2400000.0,1700000.0
12912,Chaos Theory,2008-03-14,0.0,240476.0
13170,The Boys & Girls Guide to Getting Down,2007-03-23,2100000.0,14487294.0
14748,Boy A,2007-10-28,50000000.0,1200398.0
14392,The Warlords,2007-12-12,40000000.0,0.0
5759,Baghead,2008-01-21,0.0,6671780.0
8909,Wanted,2008-06-19,75000000.0,258270008.0
42473,Tom Sawyer,1973-01-01,0.0,107398.0
13019,Young People Fucking,2007-09-05,1500000.0,0.0
10748,St. Trinian's,2007-12-21,14000000.0,29066483.0
27509,The Penalty,1920-08-15,89000.0,0.0
28681,Equinox,1970-10-01,8000.0,850000.0
27506,West of Zanzibar,1928-11-24,259000.0,921000.0
111305,Tell It to the Marines,1926-12-23,433000.0,1250000.0
27504,The Unholy Three,1930-07-03,103000.0,704000.0
64852,London After Midnight,1927-12-17,152000.0,1000000.0
78321,Dog Day,1984-01-10,0.0,545527.0
77765,The Klansman,1974-10-25,5000000.0,0.0
45512,Pocket Money,1972-01-01,2444000.0,0.0
8359,Kit Kittredge: An American Girl,2008-07-02,10000000.0,17700000.0
15272,Up the Yangtze,2007-09-30,0.0,783000.0
29882,The Black Swan,1942-12-04,1493800.0,5727000.0
40630,Cheyenne Autumn,1964-10-03,4200000.0,10980.0
14349,Sleepwalking,2008-01-14,0.0,204660.0
15125,Dante 01,2008-01-02,8000000.0,0.0
8847,Standard Operating Procedure,2008-02-12,0.0,322323.0
15654,Kabluey,2007-06-25,0.0,83398.0
14634,The Stone Angel,2007-09-12,0.0,473993.0
428,Summer '04,2006-10-11,0.0,630464.0
20548,The Home of Dark Butterflies,2008-01-10,2300000.0,0.0
14145,Dark Floors,2008-02-06,4300000.0,0.0
9010,Silentium,2004-01-01,3648751.0,2043067.0
13022,Rogue,2007-11-08,20000000.0,4600000.0
10190,Towelhead,2008-09-12,0.0,367638.0
46531,Borderline,1950-03-01,5000000.0,0.0
11260,Meet Dave,2008-07-08,60000000.0,50650079.0
14456,Shrooms,2007-08-16,0.0,4910682.0
13021,Flakes,2007-01-01,0.0,778.0
43253,The Tall T,1957-04-02,18200000.0,0.0
14820,Music Within,2007-01-05,0.0,153205.0
2002,The Last Mistress,2007-05-30,6000000.0,1831577.0
78527,Jimmy Carter Man from Plains,2007-10-26,0.0,108282.0
12914,Stargate: Continuum,2008-07-29,7000000.0,0.0
13255,Conspiracy,2008-02-15,8000000.0,0.0
80523,Steal a Pencil for Me,2007-01-01,0.0,18921.0
12247,Shotgun Stories,2007-10-01,250000.0,168237.0
22100,Watching the Detectives,2007-05-01,2000000.0,0.0
32008,Blast of Silence,1961-03-31,65000.0,0.0
13012,Felon,2008-07-17,2900000.0,0.0
13259,American Teen,2008-07-25,5000000.0,0.0
14048,Man on Wire,2008-07-25,0.0,2957978.0
11910,Hogfather,2006-12-18,9364800.0,0.0
17245,Mulberry Street,2006-05-23,60000.0,0.0
