id,title,release_date,budget,revenue
84942,The Watermen,2011-12-25,1150000.0,0.0
184219,Pee Mak Phrakanong,2013-03-28,1800000.0,33000000.0
356296,Suburra,2015-10-14,7000000.0,0.0
59095,Revelation,2001-04-12,0.0,10000000.0
2734,David,1997-03-23,15000000.0,0.0
67810,Hard,1998-06-22,0.0,264.0
337473,Sugar Coated,2015-04-25,500.0,0.0
53689,Monopol,1996-11-29,1917.0,724379.0
77241,Bir Avuç Deniz,2011-03-11,0.0,560622.0
52183,Gecenin Kanatları,2009-01-01,2000000.0,1988431.0
236317,Benim Dünyam,2013-10-25,0.0,7406037.0
254172,Fathers and Daughters,2015-10-01,2240000.0,0.0
13721,Half Past Dead 2,2007-05-11,1500000.0,0.0
109298,The Big Bad Wolf,1934-04-14,27878.0,0.0
80928,Babes in the Woods,1932-11-19,16855.0,0.0
106112,Flowers and Trees,1932-07-30,15887.0,0.0
58160,Little Hiawatha,1937-05-15,33500.0,0.0
67626,Three Orphan Kittens,1935-10-26,25771.0,0.0
54509,The Flying Mouse,1934-07-14,31386.0,0.0
120615,Arena,1953-06-24,10000000.0,0.0
44224,Bear,2010-01-01,100000.0,0.0
115738,Million Dollar Crocodile,2012-06-08,4700000.0,0.0
98557,Dysfunctional Friends,2012-02-03,1800000.0,0.0
118427,Mommy,1995-11-28,4900000.0,3494070.0
49347,Needle,2010-06-04,3500000.0,0.0
30879,Body Count,1987-05-14,4000.0,0.0
254201,The Absent One,2014-10-02,5800000.0,11500000.0
115042,Exterminators of the Year 3000,1983-08-13,0.0,606694.0
57578,The Greek Tycoon,1978-05-12,6500000.0,14000000.0
34729,Our Lips Are Sealed,2000-05-18,2200000.0,0.0
51485,Delhi Safari,2012-10-19,15000000.0,3495597.0
18017,Yolngu Boy,2001-03-22,0.0,671.0
352157,Marguerite,2015-09-16,0.0,497323.0
44037,Lake Placid 3,2010-08-21,2500000.0,0.0
27703,The Psychic,1977-08-10,5000.0,0.0
293476,La buca,2014-09-25,3200000.0,752786.0
31973,Soldier of God,2005-01-01,325000.0,0.0
268788,Witch Hunt,1999-05-02,0.0,56415.0
222581,Five Thirteen,2013-06-11,650000.0,0.0
113255,Huie's Sermon,1983-07-07,58000.0,0.0
139945,The Dark Glow of the Mountain,1985-03-09,62500.0,0.0
97632,American Warships,2012-05-15,0.0,1000000.0
37055,Elephant,1989-02-13,3000000.0,10000000.0
321039,The Phoenix Incident,2015-06-16,1300000.0,0.0
148451,Committed,1991-04-18,3000000.0,0.0
271331,United Passions,2014-06-19,27000000.0,168832.0
64931,Detective K: Secret of the Virtuous Widow,2011-01-27,0.0,32358664.0
20863,King of the Gypsies,1978-12-20,5000000.0,7325177.0
120478,The Haunting of Whaley House,2012-07-31,115000.0,0.0
21753,Everything You Want,2005-01-01,0.0,249009.0
33446,The Sun King,2005-02-11,0.0,31300000.0
37615,Cover Up,1949-02-25,7500000.0,0.0
65107,The Elder Son,1975-06-06,2000000.0,0.0
33627,OceanWorld 3D,2009-01-01,8000000.0,0.0
100888,Closed Circuit,1978-01-01,0.0,5750401.0
62871,A Distant Neighborhood,2010-05-20,18000000.0,231820.0
31647,A Nymphoid Barbarian in Dinosaur Hell,1990-01-01,40000.0,0.0
77745,Zenda,2009-01-08,1250000.0,5000000.0
62803,Hero,1983-01-01,42000000.0,0.0
228650,Tahkhana,1986-12-11,23505.0,18412.0
301671,Devil's Domain,1990-04-13,500000.0,0.0
13986,Dil To Pagal Hai,1997-10-30,1300000.0,11000000.0
161238,Judwaa,1997-02-07,10000000.0,34500000.0
46373,Bade Miyan Chote Miyan,1998-10-06,42105000.0,0.0
103048,China Gate,1998-11-27,150000.0,0.0
54959,Soldier,1998-12-10,75000000.0,14594226.0
124217,The Ice Dragon,2012-02-24,3000000.0,0.0
314371,11 Minutes,2015-09-02,2023012.0,0.0
215711,When the Iron Bird Flies,2012-10-20,0.0,13598.0
315465,The Boy and the Beast,2015-07-11,0.0,490643.0
355389,This Changes Everything,2015-09-10,64988.0,125348.0
277435,Stray Dog,2014-06-13,0.0,2373203.0
365188,Homecoming,2015-08-21,1500000.0,0.0
62883,Hum Saath Saath Hain,1999-11-05,0.0,18980000.0
165066,Dil Kya Kare,1999-01-01,0.0,284856.0
161226,Biwi No. 1,1999-05-27,5400000.0,2200000.0
157800,Har Dil Jo Pyar Karega...,2000-07-23,0.0,12000000.0
294741,The Falling,2014-10-11,952707.0,0.0
89604,Big Love,2012-02-10,2742651.0,0.0
