id,title,release_date,budget,revenue
54653,Last Rites,2006-06-30,0.0,426965.0
79735,Shoot Out,1971-08-16,1190000.0,0.0
48669,Terror Trap,2010-09-22,2000000.0,0.0
90957,Hold Your Man,1933-07-07,260000.0,0.0
191717,The Major,2013-08-07,2000000.0,0.0
281215,Memorial Day,1983-11-23,4200000.0,0.0
129251,The Incident,1990-03-04,105000.0,0.0
98507,Shock Treatment,1964-07-22,3500000.0,0.0
193603,Hayride,2012-10-13,60000.0,0.0
191428,Lily Boy,1954-05-31,468.0,25.0
97942,Scared To Death,1981-03-01,74000.0,0.0
27832,The Corpse Grinders,1971-05-19,47000.0,0.0
147876,The Bowery,1933-10-07,421496.0,0.0
13699,The Happy Elf,2005-12-02,53000000.0,0.0
36109,The Grind,2009-09-22,1200000.0,0.0
43151,Rosalie,1937-12-24,7000000.0,308326.0
250332,The Green Hornet,1940-01-08,120000000.0,227817248.0
35109,Alice in Wonderland,1966-12-26,200000000.0,1025467110.0
258673,The Trip to Bountiful,2014-03-08,0.0,7218340.0
13621,Switch,2007-10-26,2400000.0,15545943.0
43880,Rose Marie,1936-01-31,875000.0,3515000.0
238811,No Man's Land,2013-12-03,8000000.0,2877571.0
114251,Suspect,1960-01-01,0.0,18782400.0
65546,Grand Central Murder,1942-05-01,250000.0,515000.0
37484,I Love Trouble,1948-01-15,45000000.0,61947267.0
19335,Johnny O'Clock,1947-01-23,0.0,1750000.0
46145,"Invasion, U.S.A.",1952-12-10,12000000.0,17536256.0
36514,Once a Thief,1965-04-24,0.0,4303351.0
29192,The Missing Lynx,2008-12-25,6500000.0,1400000.0
73941,Limelight,2011-09-23,900000.0,1000000.0
33988,The Pit and the Pendulum,2009-04-24,2000000.0,3331.0
141063,Skeleton Key 2: 667 Neighbor of the Beast,2008-09-02,5000.0,0.0
85439,"Snowflake, the White Gorilla",2011-12-23,0.0,6776616.0
8372,Lonesome Cowboys,1968-12-20,0.0,91299.0
82309,Hansel and Gretel,1982-01-01,116000.0,0.0
57665,The Mask,1961-10-27,23000000.0,351583407.0
50329,The Sea Hawk,1924-06-14,1700000.0,2000000.0
122894,Journey to the Center of the Earth,1989-07-14,45000000.0,101702060.0
30126,Snow White and the Three Stooges,1961-12-24,3500000.0,0.0
103433,Hillside Cannibals,2006-03-28,600000.0,0.0
123770,The Last of the Finest,1990-03-09,12000000.0,1531489.0
43205,Tarzan's Greatest Adventure,1959-07-08,750.0,0.0
37779,The Last Flight,2009-11-05,24000000.0,0.0
5002,Lifeguard,1976-07-23,900000.0,5400000.0
115373,Gunshy,1998-03-06,3500000.0,0.0
120854,Lizzie,2013-07-18,0.0,844786.0
60703,Slow Burn,2000-11-01,15500000.0,1237615.0
145259,Home Sweet Home,2001-03-09,0.0,1800000.0
84097,One Night of Love,1934-09-15,733150.0,2500000.0
95578,Evel Knievel,2004-07-30,450000.0,8000000.0
85615,The Lion,1962-08-19,200000000.0,717197856.0
178341,Mandalay,1934-02-10,294000.0,629000.0
205463,One Minute to Zero,1952-09-19,2181000.0,1600000.0
293880,Hollidaysburg,2014-09-19,600000.0,0.0
39433,The Front,2010-04-17,5000000.0,0.0
38381,Just My Luck,1957-11-14,28000000.0,38159905.0
38165,The Mysterious Island,1973-03-17,79000000.0,355692760.0
128854,Hills of Home,1948-11-25,1946000.0,2312000.0
95348,The Mysterious Island,1929-01-01,79000000.0,355692760.0
98398,The Lost Squadron,1932-03-12,621000.0,732000.0
90807,Home of the Brave,1949-05-12,12000000.0,499620.0
73614,House of Usher,2008-05-08,1000000.0,1450000.0
45774,Midnight Crossing,1988-05-13,0.0,1328001.0
85695,Ruby,1977-06-23,9000000.0,919286.0
43045,The Hypnotic Eye,1960-02-27,365000.0,0.0
50042,The Lightkeepers,2009-12-18,4500000.0,0.0
26121,Moon Zero Two,1969-10-20,1200000.0,0.0
199556,Absolute Deception,2013-06-10,5000000.0,0.0
284536,The Gambler,2014-12-25,25000000.0,39171130.0
297556,Justice League: Throne of Atlantis,2015-01-27,3500000.0,0.0
51548,The Invisible Eye,2010-08-19,0.0,218708.0
51800,The Dolphin: Story of a Dreamer,2009-10-08,3000000.0,0.0
111910,Stage Struck,1958-04-22,94.0,0.0
145691,Gun Glory,1957-07-19,0.0,1707000.0
141319,Spanish Judges,2000-10-16,3500000.0,0.0
59075,Snow White,1987-05-14,270000000.0,87000000.0
46651,Romance,2008-11-14,2700000.0,3885642.0
95359,This Could Be the Night,1957-05-14,1560000.0,1520000.0
102295,Underwater!,1955-02-09,3500000.0,40882928.0
44998,The Dry Land,2010-07-30,0.0,12000.0
58526,Splendor,1989-01-01,0.0,45703.0
51832,The Matchmaker,2010-06-23,2150000.0,6000000.0
86709,Last Man Standing,2011-06-07,67000000.0,47267001.0
10151,Snow White,2005-08-07,270000000.0,87000000.0
6163,The Hessen Affair,2009-01-14,20000000.0,0.0
154093,Riding Shotgun,1954-04-01,0.0,1400000.0
39220,I'll Take Sweden,1965-06-18,0.0,1500000.0
58936,Pure Country 2: The Gift,2010-10-15,0.0,133771.0
187263,"You Lie, You Die",2012-10-13,1000000.0,10047674.0
104711,Tom Sawyer,2011-11-17,0.0,107398.0
33843,The Burglar,1957-06-01,90000.0,0.0
112885,The Bride Wore Red,1937-10-15,960000.0,1200000.0
52323,Touching Home,2008-04-29,2000000.0,0.0
37053,Tenchu!,1969-08-09,0.0,2344506.0
36631,Never Let Go,1960-01-01,20000000.0,21768945.0
55762,Sweeney!,1977-01-14,209595.0,0.0
75033,Winnie Mandela,2011-09-16,15000000.0,0.0
2199,My Mom's a Werewolf,1989-11-11,750000.0,0.0
122083,Superstar,2012-08-27,14000000.0,30636478.0
5601,Shock Treatment,1973-01-18,3500000.0,0.0
70916,The Lovers,1994-08-13,27000000.0,0.0
31919,The Van,1977-04-06,0.0,712095.0
214181,It's My Turn,1980-10-24,0.0,11000000.0
44989,The Paranoids,2008-10-23,0.0,38597.0
92635,Snow White: A Deadly Summer,2012-03-16,1000000.0,0.0
71511,Medium Raw,2010-08-06,1000000.0,0.0
173299,Hail Caesar,1994-05-11,22000000.0,63647656.0
72984,Hansel and Gretel,1988-12-10,116000.0,0.0
93263,The Men's Club,1986-09-19,0.0,2556217.0
42754,Three Can Play That Game,2007-01-01,1000000.0,0.0
39166,The Black Pimpernel,2007-09-14,5000000.0,0.0
78028,Lionheart,1987-08-14,6000000.0,24271196.0
46562,The Last Rites of Ransom Pride,2010-06-17,8000000.0,0.0
147618,Stage Struck,1925-11-16,94.0,0.0
102195,Way Way Out,1966-10-26,0.0,83410298.0
61855,The Painted Hills,1951-05-04,667000.0,1085000.0
108716,In Cold Blood,1996-11-24,3500000.0,13007551.0
47638,The River Rat,1984-09-28,0.0,1142944.0
61613,The Inheritance,2011-04-11,500000.0,0.0
60965,The Legend of Bloody Mary,2008-12-09,1000000.0,0.0
56860,Lost Signal,2007-11-02,2000000.0,0.0
14053,Slap Shot 3: The Junior League,2008-12-17,4500000.0,0.0
233487,He Who Dares,2014-01-31,1000000.0,0.0
281298,The Divine Move,2014-07-03,0.0,27926871.0
166085,Tasting Menu,2013-06-14,3780000.0,0.0
215924,The Amazing Catfish,2013-08-10,1300000.0,0.0
43721,Margaret,2009-03-26,14000000.0,46495.0
286875,Paper Planes,2014-09-07,0.0,7646700.0
45441,DRIVE,2002-01-01,15000000.0,78100000.0
95853,Bunny Drop,2011-08-20,0.0,6632403.0
55321,The Diary of Anne Frank,1980-11-17,3000000.0,0.0
104638,"Aquí llega Condemor, el pecador de la pradera",1996-06-27,0.0,1705030.0
135696,El asombroso mundo de Borjamari y Pocholo,2004-12-03,0.0,3367646.0
59722,2012: Ice Age,2011-06-27,250000.0,0.0
131932,FBI: Frikis buscan incordiar,2004-06-04,200000.0,928391.0
283536,Ned Rifle,2014-09-07,395292.0,0.0
67699,Trick or Treat,1952-10-10,0.0,6797218.0
2186,Within the Woods,1978-11-23,1600.0,0.0
53214,Signs,2008-03-10,72000000.0,408200000.0
261274,A Flower,1971-01-01,10000000.0,18980744.0
187993,Halloween,1931-05-01,325000.0,70260597.0
53178,The Cat's Out,1931-07-28,11087.0,0.0
29286,The Black Cat,1941-05-02,176000.0,236000.0
266723,Latitudes,2014-02-28,670.0,0.0
253851,Shirin in Love,2014-03-14,0.0,49254.0
63180,Marihuana,1936-05-08,100000.0,0.0
60009,The Shadow Men,1997-09-24,2000000.0,0.0
145075,Homework,1989-01-01,0.0,2914328.0
290555,Wolves,2014-08-28,18000000.0,0.0
94563,The Woodcarver,2012-03-05,3000000.0,0.0
156277,Big Sur,2013-11-01,0.0,33621.0
127770,Apostle Peter and the Last Supper,2012-02-20,750000.0,0.0
250066,American Heist,2014-09-11,10000000.0,0.0
102534,The Good Son,2011-03-25,560000.0,60613008.0
248231,Miraculum,2014-02-28,4600000.0,0.0
302429,Strange Magic,2015-01-23,100000000.0,13603453.0
123235,Paris-Manhattan,2012-07-16,0.0,3031682.0
94904,7 Days in Havana,2012-04-05,3800000.0,197911.0
280002,The Remaining,2014-08-25,0.0,1169603.0
277355,Everly,2015-01-23,0.0,358156.0
121828,Outrage Beyond,2012-09-03,0.0,16215856.0
21013,Kenny Begins,2009-03-25,5729000.0,1220709.0
12609,Help! I'm A Fish,2000-10-06,18000000.0,5600000.0
286805,Dark Dungeons,2014-08-15,1000.0,0.0
30149,Sunes sommar,1993-12-25,1293069.0,0.0
30576,Karlsson on the Roof,1974-12-07,0.0,606162.0
135337,The Girls,1968-09-16,12400.0,0.0
96306,Anotherworld,2008-01-08,40000.0,0.0
9948,The Fox and the Hound 2,2006-11-09,24000000.0,0.0
290739,Land,2010-05-02,415000.0,2375190.0
96574,Gerhard Richter Painting,2012-03-14,0.0,238354.0
102691,Bells from the Deep,1993-01-01,517000.0,0.0
87506,Pan,1995-03-24,150000000.0,128388320.0
257534,The Shoe,1998-03-01,100.0,100.0
