company_id,company_name
1161,Cineclick Asia
1162,Cinecolor-Argentina
1163,Cinecolor-México
1164,Cinecom Pictures
1165,Cinegram
1166,Cinehaus
1167,Cinelou Films
1168,Cinema 77
1169,Cinema 77 Films
1170,Cinema 84
1171,Cinema Art
1172,Cinema Center Films
1173,Cinema City
1174,Cinema City Films
1175,Cinema Four
1176,Cinema Group
1177,Cinema Group Ventures
1178,Cinema Gypsy Productions
1179,Cinema Line Film Corporation
1180,Cinema Plus
1181,Cinema Service
1182,Cinema VII
1183,Cinema Vehicle Services
1184,Cinema Verity
1185,CinemaNX
1186,CinemaScópio Produções
1187,Cinemagic Pictures
1188,Cineman Productions
1189,Cinemarque Entertainment
1190,Cinemarque Entertainment BV
1191,Cinematografica Cervi
1192,Cinematograph A/S
1193,Cinematograph AB
1194,Cinemax Reel Life
1195,Cineplex
1196,Cineplex Odeon Films
1197,Cineplex-Odeon Films
1198,Cinepro
1199,Cinequanon
1200,Cinerama Productions Corp.
1201,Cinereach
1202,Cinerenta Medienbeteiligungs KG
1203,Cinerenta-Cinebeta
1204,Cinergi Pictures Entertainment
1205,Cineric
1206,Cineritmo
1207,Cineriz
1208,Cineroma SRL
1209,Cinesoul
1210,Cinetel Films
1211,Cineville
1212,Cinevista
1213,Cinevox Filmproduktion GmbH
1214,Cinezeta
1215,Cino del Duca
1216,Ciné Télé Action
1217,Ciné+
1218,Ciné@
1219,CinéCinéma
1220,Cinéa
1221,Cinéart
1222,Cinédis
1223,Cinémage 4
1224,Cinémaginaire Inc.
1225,Cinépix
1226,Cinétudes Films
1227,Cinétéléfilms
1228,Cipher Films
1229,Cirandinha Productions
1230,Circle Films
1231,Circle of Confusion
1232,Citel Films
1233,City Enterprise
1234,City Film
1235,City Films
1236,City Glory Pictures Ltd.
1237,City Light Films
1238,City Lights Pictures
1239,City Productions
1240,City of Lodz
1241,Cité Films
1242,Ciudad Lunar Producciones
1243,Civilian Pictures
1244,Clap Filmes
1245,Clarius Entertainment
1246,Clarke-King Enterprises
1247,Class 5 Films
1248,Classic
1249,Classic Media Productions
1250,Claudie Ossard Productions
1251,Claussen + Wöbke Filmproduktion GmbH
1252,Clavius Base
1253,Clear Blue Sky Productions
1254,Clearwater Holdings Limited
1255,Clemi Cinematografica
1256,Cliffhanger Productions
1257,Cliffjack Motion Pictures
1258,Clifford Werber Productions
1259,Clinica Estetico
1260,Clipsal Films
1261,Clockwork Pictures
1262,Clonus Associates
1263,Close Call Films
1264,Closest to the Hole Productions
1265,Cloud Atlas Productions
1266,Cloud Eight Films
1267,Cloud Nine Movies
1268,Cloudy Productions
1269,Clubdeal
1270,Clyde Is Hungry Films
1271,CoBo Fund
1272,CoMix Wave
1273,Coast Ridge
1274,Cobalt Media Group
1275,Cobra Films
1276,Cocinor
1277,Coco
1278,Coconut Pete Productions
1279,Code Entertainment
1280,Code Red Productions
1281,Cofimage 12
1282,Cofimage 16
1283,Cofimage 9
1284,Cofinova 2
1285,Cofinova 4
1286,Cofinova 6
1287,Cohen Media Group
1288,Cohen/Pearl Productions
1289,Cold Day Ltd.
1290,Cold Iron Pictures
1291,Cold Spring Pictures
1292,Coleytown
1293,Colgems Productions Ltd.
1294,Collector Company
1295,Colombia Pictures
1296,Color Force
1297,Colorado Film Production
1298,Colorado Office of Film
1299,Colossal Pictures
1300,Colour Yellow Pictures
1301,Columbia British Productions
1302,Columbia Pictures
1303,Columbia Pictures Corporation
1304,Columbia Pictures Film Production Asia
1305,Columbia Pictures Film Production Asia Limited
1306,Columbia Pictures Industries
1307,Columbia TriStar
1308,Columbia TriStar Filmes do Brasil
1309,Columbia TriStar Home Entertainment
1310,Columbia TriStar Home Video
1311,Columbia TriStar Television
1312,Columbus 81 Productions
1313,Columbus Circle Films
1314,Comedy Central
1315,Comedy Central Films
1316,Comedy Partners
1317,Comenius-Film GmbH
1318,Cometstone Pictures
1319,Cominco
1320,Cominici
1321,Commission du Film France
1322,Commission du Film Île-de-France
1323,Commonwealth United Entertainment
1324,Compagnia Cinematografica Champion
1325,Compagnia Cinematografica Montoro (CCM)
1326,Compagnie Est-Ouest
1327,Compagnie Industrielle et Commerciale Cinématographique (CICC)
1328,Compagnie Jean Renoir
1329,Compagnie des Films
1330,Company Films
1331,Company Pictures
1332,Company of Wolves
1333,Compass International Pictures
1334,Compañía Iberoamericana de TV
1335,Compton Films
1336,Compulsion Inc.
1337,Conacite Dos
1338,Conacite Uno
1339,Concord Productions Inc.
1340,Conseil Général de Loire-Atlantique
1341,Conseil Régional de Franche-Comté
1342,Consejo Nacional para la Cultura y las Artes (CONACULTA)
1343,Considered Entertainment
1344,Conspiração Filmes
1345,Constant c Productions
1346,Constantin Film
1347,Constantin Film Ltd.
1348,Constantin Film Produktion
1349,Constellation
1350,Constellation Entertainment
1351,Constellation Films
1352,Contempo III Productions
1353,ContentFilm
1354,ContentFilm International
1355,Continental Entertainment Group (CEG)
1356,Continental Films
1357,Contrafilm
1358,Conundrum Entertainment
1359,Coop99 Filmproduktion
1360,Copa del Oro
1361,Copag V
1362,Copenhagen Film Fund
1363,Copperheart Entertainment
1364,Coproducción Alemania-USA
1365,Coproducción España-Argentina-Francia
1366,Coproducción GB - USA - Francia - Alemania - Italia- Rumanía
1367,Coproducción México-Francia-España-Canadá-EEUU
1368,Coproducción USA-Islandia
1369,Coproduction Office
1370,Coral Productions
1371,Corazón International
1372,Corduroy Films
1373,Core Productions
1374,Corn Cobb Productions
1375,Cornelius Productions
1376,Corner Store Entertainment
1377,Corner Work
1378,Cornice Entertainment
1379,Corona Cinematografica
1380,Corona Filmproduktion
1381,Coronet Film
1382,Corporation Image M & M
1383,Corrino Media Corporation
1384,Corrupter Production Service Ltd.
1385,Corsan
1386,Cort/Madden Productions
1387,Corus
1388,Corus Entertainment
1389,Cosmic Pictures
1390,Cosmo-Films
1391,Cosmopolitan Productions
1392,Costa Films
1393,Cott Productions
1394,Cottage Industries
1395,Cougar Films Ltd.
1396,Count of Monte Cristo Ltd.
1397,Counterclock Productions
1398,County Natwest Ventures
1399,Court 13 Pictures
1400,Courtside Seats Productions
1401,Cowboy Films
1402,Cowtown Cinema Ventures
1403,Cracking the Earth Films
1404,Cranium Films
1405,Craven-Maddalena Films
1406,Creado Film
1407,Creative Film Associates
1408,Creative Scotland
1409,Creative Visions Productions
1410,Creatures
1411,Creavidi
1412,Creepshow Films Inc.
1413,Crescendo Productions
1414,Crescent Film Enterprises
1415,Crest Animation Productions
1416,Crimes of the Heart S.A
1417,Crimson Bolt
1418,Cristaldifilm
1419,Critérion Film
1420,Cross Country
1421,Cross Creek Pictures
1422,CrossDay Productions
1423,Crossbow Productions
1424,Crossroads
1425,Crossroads Entertainment (II)
1426,Crossroads Films
1427,Crown International Pictures
1428,Crowvision Inc.
1429,Cruel & Unusual Films
1430,Cruel Productions
1431,Cruel and Unusual Films
1432,Cruella Productions
1433,Cruise-Wagner Productions
1434,Cruise/Wagner Productions
1435,Crusader Entertainment
1436,Crush Entertainment
1437,Crying Box Productions
1438,Crystal City Entertainment
1439,Crystal Jukebox Film Corp.
1440,Crystal Lake Entertainment
1441,Crystal Sky Pictures
1442,Crystal Sky Worldwide
1443,Crystalcreek Ltd.
1444,Ctrl Z Films
1445,Cuatro Cabezas
1446,Cuatro Plus Films
1447,Cub Eight Productions
1448,Cube Libre
1449,Cube Vision
1450,Cubicle Inc.
1451,Culture Publishers (CP)
1452,Cupid Productions
1453,Curb Entertainment
1454,Curmudgeon Films
1455,Current Entertainment
1456,Curse Productions
1457,Curtis Hanson Productions
1458,Curtleigh Productions
1459,Curzon Film Distributors
1460,Cutting Edge Films
1461,Cyclops Vision
1462,Cyrkfilms
1463,Czar Pictures
1464,Czech Anglo Productions
1465,D.A. Films
1466,D.W. Griffith Productions
1467,D8
1468,DAL Productions
1469,DC Comics
1470,DC Entertainment
1471,DCG Plus
1472,DCP Wrong Turn Productions
1473,DD Productions
1474,DDM Film Corporation
1475,DEFA
1476,DEJ Productions
1477,DENTSU Music And Entertainment
1478,DMC Film
1479,DMG Entertainment
1480,DMV Distribuzione
1481,DMVB Films
1482,DNA Films
1483,DOS
1484,DPI
1485,DW Studios
1486,Da Ma Produzione
1487,Da Vinci Media Ventures
1488,DaZu Film
1489,Dacia Films
1490,Daft Life Ltd. Co.
1491,Dago García Producciones
1492,Daiei Motion Picture Company
1493,Daiei Studios
1494,Daiichi Eiga
1495,Dalian Wanda Group
1496,Dalle Manus & Regi
1497,Daly-Harris Productions
1498,Dan Films
1499,Dan Lupovitz Productions
1500,Dangerous Method Film AG
1501,Dania Film
1502,Daniel Bobker Productions
1503,Daniel Fried Productions
1504,Daniel Ostroff Productions
1505,Danish Film Institute
1506,Danjaq
1507,Danmarks Radio (DR)
1508,Danny the Dog Prods Ltd.
1509,Dansk Skalle HB
1510,Dante Entertainment
1511,Dargaud Films
1512,Dark Castle Entertainment
1513,Dark Horse Entertainment
1514,Dark Lot Entertainment
1515,Dark Matter Productions
1516,Dark Trick Films
1517,Darkfibre Entertainment Ltd.
1518,Darko Entertainment
1519,Darkside Movie
1520,Darkwoods Productions
1521,Darren Star Productions
1522,Darryl F. Zanuck Productions
1523,Daryl Prince Productions
1524,Das Werk Productions
1525,Dasepo Club
1526,Dash Films
1527,Dasym Enetertainment
1528,David Brown Productions
1529,David Dobkin Productions
1530,David Foster Productions
1531,David Hamilton Productions
1532,David Hannay Productions
1533,David Kirschner Productions
1534,David L. Loew-Albert Lewin
1535,David L. Wolper Productions
1536,David LaChapelle Studios
1537,David Ladd Films
1538,David V. Picker Productions
1539,Davis Entertainment
1540,Davis Entertainment Classics
1541,Davis Films
1542,Davis-Films
1543,Davis-Panzer Productions
1544,Dawliz
1545,Daybreak
1546,Daybreak Productions
1547,Dayday Films
1548,Daystar Productions
1549,De Fina-Cappa
1550,De Haven Productions
1551,De Laurentiis
1552,De Laurentiis Entertainment Group
1553,De Laurentiis Entertainment Group (DEG)
1554,De Line Pictures
1555,De Milo
1556,De Negris Productions
1557,De Passe Entertainment
1558,De Wolfe Music
1559,Dead Crow Productions
1560,Dead Films
1561,Deadline
1562,Dear Film Produzione
1563,Dearfilm
1564,Death Wish 5 Productions
1565,Debra Hill Productions
1566,Decade
1567,Decibel Films
1568,Decla-Bioscop AG
1569,Dee Gee Entertainment
1570,Deep River Productions
1571,Defender Production
1572,Degeto Film
1573,Delfilm
1574,Deliverance Productions
1575,Delphi Films
1576,Delphi II Productions
1577,Delphi III Productions
1578,Delphi IV Productions
1579,Delphi Productions
1580,Delphi V Productions
1581,Delta Enterprises Inc
1582,Delta film
1583,Delux Productions
1584,Deluxe Digital Studios
1585,Demarest Films
1586,Demarest Media
1587,Demi-Monde Productions
1588,Dena Enterprises
1589,Dena Productions
1590,Dentsu
1591,Dentsu Inc.
1592,Denver and Delilah Productions
1593,Departamento de Cultura del Gobierno Vasco
1594,Departure Entertainment
1595,Departure Studios
1596,Depth of Field
1597,Derby Cinematografica
1598,Desert Hearts Productions
1599,Desperate Pictures
1600,Destination Films
1601,Destiny
1602,Det Danske Filminstitut
1603,Detailfilm
1604,Detour Film Production
1605,Detour Filmproduction
1606,Deuce Three Productions
1607,Deutsche Film-Gemeinschaft
1608,Deutsche Filmförderfonds (DFFF)
1609,Deutscher Filmförderfonds (DFFF)
1610,Deux Chevaux Films
1611,Devki Chitra
1612,Dharma Productions
1613,Di Bonaventura Pictures
1614,DiC Entertainment
1615,DiNovi Pictures
1616,Diamond Films
1617,Diana Productions
1618,Diaphana Films
1619,Dickhouse Productions
1620,Didion-Dunne
1621,Dieter Geissler Filmproduktion
1622,Digital +
1623,Digital Anvil
1624,Digital Domain
1625,Digital Frontier
1626,Digital Image Associates
1627,Dillinger Productions
1628,Dillywood
1629,Dimension Films
1630,Dimension Films (US version)
1631,Dinamo Entertainment
1632,Dinamo Story
1633,Dino De Laurentiis Company
1634,Dino de Laurentiis Cinematografica
1635,Diproci
1636,Directv
1637,Dirty Hands Productions
1638,Discovery Channel Pictures
1639,Discovery Channel Productions
1640,Discovery Docs
1641,Discovery Films
1642,Disney Channel
1643,Disney Toon Studio
1644,DisneyToon Studios
1645,Disruption Entertainment
1646,Distant Corners Entertainment Group Inc.
1647,Distant Horizon
1648,Distant Horizons
1649,Distant Planet Productions
1650,Distressed Films
1651,District 9
1652,DoRo Fiction Film
1653,Documentary Channel
1654,Documento Film
1655,Docurama
1656,Dog Eat Dog Films
1657,Dog Eat Dog Productions Inc.
1658,Dog Pond Productions
1659,Dog Run Pictures
1660,Dogstar Films
1661,Doha Film Institute
1662,Dollface
1663,Dolly Hall Productions
1664,Dolphin Entertainment
1665,Dolshor Productions
1666,Dominion Productions
1667,Domino 17521
1668,Don Bluth Productions
1669,Don Carmody Productions
1670,Don Quixote
1671,Don Simpson/Jerry Bruckheimer Films
1672,Donner/Shuler-Donner Productions
1673,Doom Buggy Productions
1674,Doom Productions
1675,Doosabu Film
1676,Dor Film Produktionsgesellschaft GmbH
1677,Dore Schary Productions
1678,Doria
1679,Dorica Film
1680,Dorje Film
1681,Dorset Productions
1682,Dos Corazones
1683,Double Down Entertainment
1684,Double Feature Films
1685,Double Nickel Entertainment
1686,Double Play
1687,Doubleday Productions
1688,Douglas
1689,Douglas/Reuther Productions
1690,Dovemead Films
1691,Dovzhenko Film Studios
1692,Dow Chemical Company
1693,Dowling Productions
1694,Down Home Entertainment
1695,Down Productions
1696,Down to the Bone Productions
1697,Dozen Canada Productions
1698,Dr D Studios
1699,Dracula Productions Inc.
1700,Drafthouse Films
1701,Dragon Pictures
1702,Dragonfly Entertainment
1703,Dramatic Features
1704,Dream Factory Group
1705,Dream Man Productions Inc
1706,DreamWorks
1707,DreamWorks Animation
1708,DreamWorks Pictures
1709,DreamWorks SKG
1710,DreamWorks Studios
1711,Dreambridge Films
1712,Dreamland
1713,Dreams of Dragon Picture
1714,Dreamworks Pictures
1715,Dreamz Unlimited
1716,Dribble Productions
1717,DuArt
1718,Due West
1719,DumbDumb
1720,Dummy Productions LLC
1721,Dune Entertainment
1722,Dune Entertainment III
1723,Dune Films
1724,Dunulf Productions
1725,Duo Art Productions
1726,Duplass Brothers Productions
1727,Dussault
1728,Dv8
1729,Dylan Sellers Productions
1730,E Stars Films
1731,E&R
1732,E-K-Corporation
1733,E.K.
1734,E.P. Production
1735,EDI
1736,EDKO Film
1737,EFTI
1738,EFVE
1739,EM Media
1740,EMC Produktion
1741,EMI Films
1742,EMI Films Ltd.
1743,EMJAG Productions
1744,EOS Entertainment
1745,ERA International
1746,ESPN films
1747,ETIC Films
1748,Eagle Associates
1749,Eagle Beach Productions
1750,Ealing Studios
1751,Earth Girls
1752,Earthship Productions
1753,Easkel Media
1754,Eastcroft Productions
1755,Eastern Counties Newspapers Ltd.
1756,Eastern Productions
1757,Eastern Sunrise Films
1758,Easy There Tiger Productions
1759,Ebeling Group
1760,Echo Lake Entertainment
1761,Echo Lake Productions
1762,Eclectic Films
1763,Eclectic pictures
1764,Eclipse Catering
1765,Ecosse Films
1766,Ectafilms
1767,Ed Friendly Productions
1768,Eddie Murphy Productions
1769,Eden Rock Media
1770,Eden Wurmfeld Films
1771,Edgar Rice Burroughs Inc.
1772,Edge City
1773,Edith Film Oy
1774,Edko Films
1775,Edward Halperin Productions
1776,Edward R. Pressman Film
1777,Edward Small Productions
1778,Egg Films
1779,Egg Pictures
1780,Egmond Film & Television
1781,Ego Film Arts
1782,Egoli Tossell Film AG
1783,Eichberg-Film
1784,Eidos Interactive
1785,Eisei Gekijo
1786,Eketahuna LLC
1787,El Corazon Producciones S.A.
1788,El Deseo
1789,El Deseo S.A.
1790,El Mar Pictures
1791,El Pico S.A.
1792,Eldorado Films
1793,Electric City Entertainment
1794,Electric Dynamite
1795,Electric Entertainment
1796,Electric Pictures
1797,Electric Shepherd Productions
1798,Electronic Arts
1799,Elektra Productions
1800,Element Films
1801,Element Pictures
1802,Elevation Filmworks
1803,Elevation Pictures
1804,Eleventh Street Production
1805,Elgin International Films
1806,Elite Group Entertainment
1807,Elkins Entertainment
1808,Ellepi Films
1809,Elmer Enterprises
1810,Elsevira
1811,Elton Corporation
1812,Elysian Dreams
1813,Elías Querejeta Producciones Cinematográficas S.L.
1814,Embankment Films
1815,Embargo Films
1816,Embark Production
1817,Embassy Films
1818,Embassy International Pictures
1819,Embassy Pictures Corporation
1820,Embassy Productions
1821,Emmett Furla Oasis Films (EFO Films)
1822,Emmett/Furla Films
1823,Emmitt Productions Limited
1824,Emotion Pictures
1825,Emperor Motion Pictures
1826,Emperor Multimedia Group (EMG)
1827,Empire Pictures
1828,Empress Film Production Corporation
1829,Emu Creek Pictures
1830,Enchanted Productions
1831,Enchantment Films Inc.
1832,Endemol India
1833,Endemol Shine Studios
1834,Endgame Entertainment
1835,Endymion Films
1836,Enelmar Productions
1837,Energy Entertainment
1838,Engulf & Devour Productions Inc.
1839,Enigma Pictures
1840,Enigma Productions
1841,Enjoy Movies
1842,Enlight Pictures
1843,Ensueño Films
1844,Ente Nazionale Industrie Cinematografiche (ENIC)
1845,Entertainment Events
1846,Entertainment Farm (EF)
1847,Entertainment Film Distributors
1848,Entertainment Films
1849,Entertainment Manufacturing Company
1850,Entertainment Media Investment Corporation
1851,Entertainment One
1852,Entre Chien et Loup
1853,Envision Entertainment
1854,Envision Entertainment Corporation
1855,Eon Productions
1856,Epic Pictures Group
1857,Epic Productions
1858,Epithète Films
1859,Epoch Film Co.
1860,Epsilon Motion Pictures
1861,Equinox Entertainment
1862,Equity Pictures Medienfonds GmbH & Co. KG
1863,Equity Pictures Medienfonds GmbH & Co. KG II
1864,Equity Pictures Medienfonds GmbH & Co. KG III
1865,Eracme Entertainment
1866,Erbograph Co.
1867,ErgoArts
1868,Ernst Lubitsch Productions
1869,Eros Entertainment
1870,Eros International
1871,Erre Produzioni
1872,Erste MMC-Production
1873,Escape Artists
1874,Escima
1875,Eskwad
1876,Esparza / Katz Productions
1877,Espaço/Z
1878,Esperanto Filmoj
1879,Essaness Pictures
1880,Esse Ci Cinematografica
1881,Esselte Video
1882,Essential Media & Entertainment
1883,Essential Pictures
1884,Estudios Churubusco Azteca S.A.
1885,Estudios Picasso
1886,Estúdios Mega
1887,Etalon film
1888,Etb (Euskal Telebista)
1889,Ether Films
1890,Euforia Film
1891,Eulogy Productions LLC
1892,Eurasia Investments
1893,Eureka Pictures
1894,Eurimages
1895,Eurimages Council of Europe
1896,Euro America Produzioni Cinematografiche
1897,Euro Film Funding
1898,Euro International Film (EIA)
1899,Euro Space Inc.
1900,Euro Video
1901,Euro-International Film
1902,Euroimages Fund of the Council of Europe
1903,Europa Corp
1904,Europa Film
1905,EuropaCorp
1906,Eurotrustees
1907,Eurowide Film Production
1908,Euskal Irrati Telebisa (EITB)
1909,Euterpe
1910,Evamere Entertainment
1911,Evansgideon/Lazar
1912,Evenstar Films
1913,Everest Entertainment
1914,Evergreen Films
1915,Evergreen MD
1916,Evergreen Media Group
1917,Everyday Pictures
1918,Everyman Pictures
1919,Evescreen
1920,Evil Twins
1921,Evolution Entertainment
1922,Ex3 Productions
1923,Excel Entertainment
1924,Excell Film Agentur
1925,Excellent Film
1926,Exception Wild Bunch
1927,Exciting Films
1928,Exclusive Films
1929,Exclusive Media Group
1930,Exodus Film Group
1931,Exodus Productions
1932,Exponential Films
1933,Extension 765
1934,Extra Large Productions
1935,Extreme Productions
1936,Eye Productions
1937,Eyescreen S.r.l.
1938,Eyetronics
1939,Eyeworks
1940,F & F VI Productions A.I.E
1941,F.C. Produzioni
1942,F.D. Cinematografica
1943,F.O.D. Productions
1944,F/M
1945,FGM Entertainment
1946,FIT Productions
1947,FM Entertainment International N.V.
1948,FOZ
1949,FR Productions
1950,FR3 Films Production
1951,FUL Films
1952,Fabrica
1953,Fabula
1954,Face Productions
1955,Faces Distribution
1956,Faces International Films
1957,Fadsin Cinema Associates
1958,Failure to Launch Productions
1959,Fair Film
1960,Fairview Entertainment
1961,Fake Empire
1962,Falcon International Productions
1963,Falcon Productions
1964,Faliro House Productions
1965,Falling Sky Entertainment
1966,Fallingcloud
1967,FallsApart Productions
1968,Family Films
1969,Famous Artists Productions
1970,Famous Films (II)
1971,Famous Players Limited
1972,Famous Players Ltd
1973,Fandango
1974,Fanfare Films
1975,Fantagio
1976,Fantail Films Inc.
1977,Fantasy Films
1978,Farabi Cinema Foundation
1979,Farah Films & Management
1980,Farewell Productions
1981,Farrell/Minoff
1982,Fast Film
1983,Fastnet Films
1984,Fat Free
1985,Fear and Loathing LLC
1986,Fear of God Films
1987,Fearmakers Studios
1988,Fearon Entertainment
1989,Feature Film Project
1990,Feigco Entertainment
1991,Feijão Filmes
1992,Felicia Film
1993,Felix the Cat Creations
1994,Fellah Pictures
1995,Fellowship Adventure Group
1996,Fengler Films
1997,Fennada-Film
1998,Ferdos Films
1999,Fernando Colomo Producciones Cinematográficas S.L.
2000,Fernando Trueba Producciones Cinematográficas
2001,Ferndale Films
2002,Feuer and Martin Production
2003,Fickle Fish Films
2004,Fiction Films
2005,Fida Attieh Productions
2006,Fida Film
2007,Fida cinematografica
2008,Fideline Films
2009,Fidélité Films
2010,Fidélité Productions
2011,Fierce Entertainment
2012,Fifth Avenue Entertainment
2013,Figaro
2014,Figment Films
2015,Film 111
2016,Film 360
2017,Film 4
2018,Film 44
2019,Film Afrika Worldwide
2020,Film Art Association
2021,Film Art Media
2022,Film Capital Europe Funds (FCEF )
2023,Film Colony
2024,Film Concorde
2025,Film Council
2026,Film Council Premiere Fund
2027,Film Department
2028,Film Development Fund
2029,Film Direction
2030,Film Export A.G.
2031,Film Fonds
2032,Film Foundry Partners
2033,Film Four International
2034,Film Fund FUZZ
2035,Film Fund Luxembourg
2036,Film Futures
2037,Film Horizon
2038,Film House Germany
2039,Film Office
2040,Film Plan Financing Number 1
2041,Film Properties International N.V.
2042,Film Rites
2043,Film Roman
2044,Film Roman Productions
2045,Film Science
2046,Film Trustees Ltd.
2047,Film Ventures International (FVI)
2048,Film Victoria
2049,Film Workshop
2050,Film and General Productions
2051,Film and Music Entertainment (F&ME)
2052,Film i Skåne
2053,Film i Väst
2054,Film- und Medienstiftung NRW
2055,Film4
2056,FilmCamp
2057,FilmColony
2058,FilmDallas Pictures
2059,FilmDistrict
2060,FilmEngine
2061,FilmFernsehFonds Bayern
2062,FilmNation Entertainment
2063,FilmNet
2064,FilmWorks
2065,Filmanova
2066,Filmar Compagnia Cinematografica
2067,Filmauro
2068,Filmax
2069,Filmax Entertainment
2070,Filmax Group
2071,Filmax International
2072,Filmayer
2073,Filmazure
2074,Filmboard Berlin-Brandenburg (FBB)
2075,Filmco International Productions
2076,Filmcoopi Zürich
2077,Filmek A/S
2078,Filmel
2079,Filmes International
2080,Filmfinance XII
2081,Filmfour
2082,Filmförderanstalt (FFA)
2083,Filmförderung Hamburg
2084,Filmförderungsanstalt (FFA)
2085,Filmgate Films
2086,Filmirage
2087,Filmituotanto Spede Pasanen
2088,Filmkameratene A/S
2089,Filmlance International AB
2090,Filmocom
2091,Filmorsa
2092,Filmové Studio Barrandov
2093,Filmplan
2094,Filmplan International II
2095,Filmpool Nord
2096,Filmpool Stockholm Mälardalen
2097,Filmquadrat
2098,Films 21
2099,Films A.B.C.
2100,Films A2
2101,Films Jean Epstein
2102,Films Montsouris
2103,Films du Palais Royal
2104,Films en Stock
2105,Filmsmith Productions
2106,Filmsonor
2107,Filmsonor S.A.
2108,Filmstiftung NRW
2109,Filmstiftung Nordrhein-Westfalen
2110,Filmstudio
2111,Filmtribe
2112,Filmula
2113,Filmverlag der Autoren
2114,Filmwave Pictures
2115,Filmways Pictures
2116,Filmways Productions
2117,Filmwerks
2118,Filmyard Underwaterdeco
2119,Final Cut for Real
2120,Finanzia San Marco
2121,Finding Cinema
2122,Finding Forrester Productions
2123,Fine Line Features
2124,Fine Productions
2125,Finecut
2126,Finestkind
2127,Finnish Film Foundation
2128,Finnkino Oy
2129,Fiore Group
2130,Fipex Holding
2131,Fire Island Films
2132,Firelight Films
2133,Fireworks Pictures
2134,Firm
2135,Firm Films
2136,First Artists
2137,First Choice Canadian Communication Corporation
2138,First Choice Films
2139,First Floor Features
2140,First Foot Films
2141,First Independent Films
2142,First Knight Productions
2143,First Light Production
2144,First Look International
2145,First Look Pictures
2146,First Millenium Partnership
2147,First National Bank of Chicago (London Branch)
2148,First National Pictures
2149,First Point Entertainment
2150,Fish Productions
2151,Fitzwilliam Productions
2152,Five Drops
2153,Five Films
2154,Five Roses
2155,Five Star Institute
2156,Flach Film
2157,Flach Films
2158,Flagship International
2159,Flamenco Films S.A.
2160,Flan de Coco Films
2161,Flashlight Films
2162,Flashpoint (I)
2163,Flashpoint Entertainment
2164,Flat Black Films
2165,Flexibon Films
2166,Flicks Motion Pictures
2167,Florida Films
2168,Flower Films
2169,Flower Films (II)
2170,Flux Films
2171,Flyboys Films
2172,Flynn Picture Company
2173,Focus Features
2174,Focus Films
2175,Focus Productions Inc.
2176,Fogbound Inc.
2177,Follow Through Productions
2178,Fonda Films
2179,Fondation GAN pour le Cinéma
2180,Fondazione MonteCinemaVerità Locarno
2181,Fondo Ibermedia
2182,Fondo de Fomento a la Calidad Cinematográfica
2183,Fondo para la Producción Cinematográfica de Calidad (FOPROCINE)
2184,Fonds Sud Cinéma
2185,Fono Roma
2186,Fontaine Sarl
2187,Fontana Productions
2188,Foqus Arte Digital
2189,Forensic Films
2190,Foresight Unlimited
2191,Forest Park Pictures
2192,Forge
2193,Formosa Productions
2194,Forrest Films
2195,Fort Films
2196,Fortis Films
2197,Fortissimo Films
2198,Fortress Features
2199,Fortress Films
2200,FortyFour Studios
2201,Forward Pass
2202,Foundation Entertainment
2203,Fountainbridge Films
2204,Four By Two Productions
2205,Four by Two Films
2206,FourBoys Entertainment
2207,Fourth Kind Productions
2208,Fox 2000 Pictures
2209,Fox Animation Studios
2210,Fox Atomic
2211,Fox Family Channel
2212,Fox Family Films
2213,Fox Film Corporation
2214,Fox Filmes do Brasil
2215,Fox Films Ltd.
2216,Fox International Productions
2217,Fox Searchlight Pictures
2218,Fox Star Studios
2219,Foxstar
2220,Fragile Films
2221,Fragmighty
2222,France 2 (FR2)
2223,France 2 Cinéma
2224,France 3 (FR 3)
2225,France 3 (FR3)
2226,France 3 Cinema
2227,France 3 Cinéma
2228,France 4
2229,France Télévision
2230,France Télévisions
2231,France Télévisions Distribution
2232,France2 Cinéma
2233,Franchise Pictures
2234,Francinex
2235,Franco London Films
2236,Francoriz Production
2237,Franfilmdis
2238,Frank Lloyd Productions
2239,Frank Melford-Jack Dietz Productions
2240,Frank Yablans Presentations
2241,Franklin/Waterman Productions
2242,Frankovich Productions
2243,Frantic Films
2244,Franton Production
2245,Franz Seitz Filmproduktion
2246,Fred F. Finklehoffe Productions
2247,Fred Films
2248,Freddie Fields Productions
2249,Free State Pictures
2250,Freedom Media
2251,Freerunning
2252,Freestone Pictures
2253,Fremantle Productions
2254,French Ministry of Foriegn Affairs
2255,French Tax Credit
2256,Friday Filmworks
2257,Friday Four
2258,Friday Night Lights LLC
2259,Fried Films
2260,Friendly Films (II)
2261,Friendly Films Productions
2262,Fries Film Group
2263,Fritz Lang Productions
2264,Friuli Venezia Giulia Film Commission
2265,Front Street Productions
2266,Frontier Pictures
2267,Frostbacks
2268,Fruit Salad Films
2269,Fu Works
2270,Fugitive Features
2271,Fuji Eight Company Ltd.
2272,Fuji Television Network
2273,Fujisankei Communication Group
2274,Full Crew/Say Yea
2275,Full Moon Entertainment
2276,Fuller Films
2277,Fulvia Film
2278,Fun and Happiness
2279,Fundacja Kultury
2280,Funky Buddha Productions
2281,Furia de Titanes II
2282,Furst Films
2283,Furthur Films
2284,Future Films
2285,Fuzzy Door Productions
