movie_id,company_id
8744,191
25189,6013
25189,4525
199,4420
199,1626
12498,3864
9279,6062
9279,8
21539,5977
85589,5108
85589,4184
12709,1858
20539,6062
11674,6354
11674,2445
1573,6062
1573,2413
1573,5290
152,4420
174,4420
172,4420
154,4420
157,4420
168,4420
364,4588
364,6370
11967,6062
11967,3909
621,4420
621,4949
9037,4420
10173,6062
10173,5507
10173,6244
55687,2117
168535,3863
8845,4851
8845,194
8845,960
8845,6370
578,6154
578,6557
579,6154
17692,6154
17692,183
17692,3527
17795,6370
17795,5526
17795,4513
13891,3864
13891,2805
9390,2426
9390,6013
378,6062
378,1230
10896,5977
10896,5293
2322,6154
9819,3864
9819,5153
9819,6018
49799,4844
31908,1302
31908,1018
3179,4420
3179,2328
3179,3565
1802,4684
1802,6594
1802,4256
1802,3550
4232,6500
4232,1629
9361,3909
2928,6058
2928,6370
2928,245
27265,4420
27265,5153
49935,3323
49935,960
49935,1465
49935,1052
8818,2641
8818,1204
36758,4690
36758,4591
9415,4851
9415,3178
9415,6370
9415,9
303693,1807
303693,2019
303693,3437
12145,6154
12145,2999
12145,2150
42424,5024
34314,3784
34314,5024
9404,2388
9622,6013
9622,3924
8860,989
8860,5977
66597,4224
14832,6594
14832,4063
14832,3277
14832,5967
9619,6154
9619,4354
31000,1302
31000,4085
31000,1018
4104,4989
4104,3784
26306,2641
14908,6154
14908,5785
14908,5232
16448,5403
16448,1018
16448,4361
16448,216
28059,1018
28059,1605
17949,6013
17949,5785
1968,1302
66,1302
66,1018
66,3623
20735,6354
11419,2998
11419,6370
25796,6154
25796,794
25796,213
25796,5785
638,1143
638,4237
638,450
638,3468
25624,4079
25624,6370
25624,4513
9366,6013
9366,3662
9366,4525
9366,561
50091,5478
18420,4302
18420,3255
19952,4302
19952,5855
19952,3925
28005,3854
28005,3993
9403,4420
9403,5024
10003,4420
10003,3574
10003,5024
9311,2217
9311,606
884,2123
884,224
1624,2770
1624,6154
16052,4717
16052,1876
4477,1302
24662,6378
24662,1533
24662,6055
6499,6062
6499,5065
6499,5933
9405,1302
9405,3630
12723,2208
9360,1303
9360,3808
9360,2753
9360,5323
9360,5472
9360,1179
9434,989
9434,2641
9434,4962
13982,4302
13982,796
77223,2217
77223,6267
77223,5092
31465,3532
31465,573
12793,558
12793,5328
12793,3752
105763,3226
105763,5542
105763,3345
9611,5977
9977,482
9977,479
9977,4886
2163,4420
2163,1633
2163,5441
31017,6037
31017,2615
31017,2839
49478,1116
49478,3784
49478,3279
49478,2728
12499,5290
12499,6370
12499,4197
18,1302
18,2320
109614,2531
109614,5261
53023,4424
64802,2123
11239,255
50850,6013
15321,2014
15321,176
15321,4591
15321,172
2058,6370
2058,4321
2058,3863
330,6154
330,267
38523,3323
16375,1
33660,851
33660,2403
33660,6179
33660,6575
59232,5977
1701,2994
1701,3183
1701,5977
1701,2614
1701,5017
1639,6062
1639,752
11970,6354
34941,5696
34941,5833
34941,595
407992,3568
8874,6013
266,4974
266,3329
266,1324
754,4420
754,4504
754,6323
754,1689
754,5977
754,3187
37567,5759
43771,3550
43771,5103
607,267
607,1303
607,4434
18080,6062
18080,1539
38225,3909
17834,6154
17834,5785
686,6370
686,5421
4421,989
4421,2641
4421,2141
4421,3255
4421,5151
4421,6002
10603,6354
10603,3637
2142,3864
2142,149
2142,6500
8413,4420
8413,2776
8413,2382
10336,4085
10336,4704
10336,5929
20737,6354
9413,6062
9413,30
8834,5290
8834,6370
8834,1672
9458,6013
9458,3630
8854,4733
8854,6370
8854,1470
38295,3864
22073,6136
37244,6154
4961,3864
4961,1629
9772,1303
9772,617
9772,4766
6072,2747
1669,4420
1669,4139
1669,3574
10806,4420
10806,5441
9433,390
6623,1709
2118,4851
2118,6490
2118,6370
978,6013
978,3630
978,356
978,4875
10351,3424
10351,2762
10351,4537
66588,4690
66588,617
66588,4588
66588,5977
66588,6236
66588,4618
2649,4588
2649,72
2649,4596
14289,6370
14289,5171
10155,2760
10155,4525
10155,1270
10155,961
20457,2404
33657,4420
33657,5024
55306,1259
55306,4219
68924,2217
68924,2406
68924,961
36434,3408
36434,4793
2255,3864
2255,6259
9427,1076
9427,6062
9427,4845
172545,2465
172545,1074
3597,1303
3597,3630
3597,5570
1813,4851
1813,3885
1813,3178
1813,6370
1813,4088
1813,5707
36797,6354
36797,989
12628,5977
33344,3864
782,1302
782,2999
29911,2748
9827,3864
9827,1629
8067,1076
8067,2014
8067,4588
8067,123
10871,4420
10871,4354
10871,5024
10890,1306
1281,5905
1281,4588
1281,6503
32332,4163
32332,532
9770,6370
9770,384
12616,4085
34838,416
34838,165
34838,164
14905,3864
14905,1076
14905,1701
11975,4420
11975,1350
9281,4420
563,6013
563,5977
563,676
61337,3424
61337,3743
61337,117
19931,2641
31535,3
10215,4420
10215,3864
10215,2867
10215,3859
9823,4085
9823,5897
37165,4420
37165,5153
45609,3864
38904,654
38904,2144
9444,6062
9444,2209
9444,2212
9444,5781
9444,3422
9414,4851
9414,5708
9414,4580
9414,6370
8078,6062
8078,800
11831,1709
22797,2328
22797,6370
2639,2123
9574,6354
9574,2445
10371,6154
10371,6544
10371,5785
10371,5232
489,3864
489,3280
489,615
9714,6062
9714,2691
8197,6370
8197,3622
6283,1706
4233,3864
4233,3176
4233,3702
4233,1629
191874,221
191874,5822
10217,2123
10217,224
438108,1094
597,4420
597,6062
597,3387
714,1855
52537,3865
52537,1670
547,6458
547,5977
184,3864
9746,5977
115,2429
115,4588
115,6503
26941,5403
9410,6062
9410,390
216794,5065
216794,4662
41417,6062
12538,1629
586,4085
586,6018
586,561
2666,4085
2666,3979
11258,4420
11258,5940
11258,3974
11258,4588
11258,3676
11258,5722
11258,6099
11258,817
11258,5492
9490,6154
9411,461
9411,6059
25719,416
25719,4032
25719,2482
25719,5953
25719,6468
11220,3002
11220,1070
21253,3864
21253,1307
6116,1303
9457,2641
9457,1204
9457,938
11702,1303
11568,6154
11003,4085
11003,4948
11003,3049
10153,4707
10153,6370
10153,561
10153,1345
47112,1076
47112,4936
47112,5091
47112,6571
47112,4064
47112,4595
2898,2426
2898,6013
9558,5855
9558,4884
9558,5206
9558,1001
11808,3178
11808,6370
6970,6455
6970,482
6970,6168
6970,2399
6970,5137
18205,181
18205,2852
18205,1342
36943,6013
36943,6037
17941,6013
10668,3424
10668,3743
10668,1631
9313,6135
42807,6062
42807,1605
617,3630
36568,1709
36568,3974
5910,566
5910,4249
5910,5655
5910,5945
32911,3864
32911,6500
44308,3864
32456,2217
32144,4588
32144,2887
17127,6062
40688,6354
19848,4085
1774,816
1774,1656
1774,3712
30265,958
30265,6023
8838,2770
8838,6154
29193,2983
29193,5607
29193,3596
29193,2980
795,461
795,4851
795,3885
795,6370
795,5707
16980,1018
16980,4588
16980,6420
47881,1302
47881,1018
9469,48
9469,5977
81367,6013
267,1788
267,2227
267,1141
16148,1018
16148,1303
16148,3643
21252,5041
9449,6503
9449,4591
6264,1348
6264,537
6264,1041
31220,5977
13907,5534
29825,3238
10622,2388
30020,131
17139,2139
17139,240
10216,3784
9771,6370
9771,3909
9448,6013
18316,6154
78373,2515
78373,1093
77514,1052
77514,1329
77514,1326
49474,4588
49474,514
4415,1302
8656,4420
8656,1709
8656,6557
8656,3642
58680,4085
58680,4079
58680,2420
35796,5855
35796,5948
18937,6370
929,6013
929,1056
929,5937
929,2805
929,2259
9452,6062
1878,6154
1878,5572
1878,4896
1878,1985
1878,5227
40505,1629
40505,4153
14342,1615
14342,6059
9715,6062
9715,2196
26610,4184
26610,4172
26610,4186
1965,3178
1965,6370
6068,989
6068,4962
6068,4197
6068,5977
15037,1302
37636,4237
37636,335
37636,39
60951,2123
60951,4970
21334,5825
53765,3014
10674,6354
10674,6353
846,6062
846,5750
12655,5253
12655,888
12655,816
12655,6007
12655,4769
12655,1753
3050,6062
3050,3033
3050,1539
1389,6154
1389,2999
11020,5779
11020,3718
11020,4528
11020,820
95,2994
95,5977
95,6195
944,5290
944,1672
944,6370
35680,6013
11551,6154
11551,267
11551,1708
102304,1230
102304,1717
102304,340
544,6062
28966,4418
65203,3784
143,6154
33680,3784
56164,2213
12311,3784
34106,1302
43266,6062
27367,3784
28580,4415
887,5097
887,5769
33667,6062
27191,4420
11426,1303
654,1302
654,2663
15919,6134
15919,2584
1725,6134
1725,5204
1725,3868
5769,6499
874,1303
874,2621
10633,6134
10633,3866
10633,5769
17917,1303
17917,6385
17917,4976
1366,6134
12102,1302
9443,6062
9443,6370
9443,1840
9443,5834
9443,232
9443,3480
11050,4420
606,6154
606,3860
746,1302
746,2596
746,4822
746,5411
746,5628
746,6528
380,6134
380,5487
403,5875
403,3616
403,6370
466,2494
466,6370
13820,1772
13597,3482
13597,6013
13597,3006
13597,5769
13597,2600
2108,6154
2108,1078
2108,73
10014,4085
10014,5337
10072,4085
10072,5337
10131,4085
10160,4085
11284,4085
4488,4420
4488,2347
4488,5174
9725,4420
9725,2346
9725,2790
9728,4420
9728,2981
9730,4420
9730,2257
9730,2790
9731,4420
9731,2347
10225,4420
10281,4420
10283,4420
10283,5174
10283,2665
948,1333
948,1962
11281,6154
10676,6154
11357,1629
11361,5988
36599,2484
36599,5300
36599,4685
41769,4188
10585,6134
11186,6154
11187,6154
609,5051
609,3784
11133,3784
10306,3784
9552,6370
9552,2678
11586,6370
11587,3909
941,5290
941,6370
942,5290
942,6370
927,267
927,6370
9342,267
9342,6013
12101,3784
19,4420
19,6166
551,6062
551,3121
16084,6354
22328,6355
3170,6355
346,5937
859,3463
859,6370
859,3998
841,1633
11051,6154
11051,1197
242,4420
1411,2123
9769,4456
9769,3441
9424,6267
9424,617
9424,2679
9424,3784
9424,630
9835,5696
9835,5977
857,4420
857,1709
857,267
857,3974
857,3661
10957,6354
10957,5293
9570,6355
11164,6348
