id,title,release_date,budget,revenue
39312,Restrepo,2010-06-25,0.0,1422910.0
50475,No Mercy,2010-01-07,14000000.0,12303904.0
74896,The Fox,1967-12-13,0.0,19100000.0
44716,In a Better World,2010-08-26,15000000.0,13004198.0
21431,Big Game,2008-01-01,8500000.0,7500000.0
114333,The Hunt,1966-11-07,14000000.0,10550350.0
11389,The Olsen Gang,1968-10-11,145076.0,0.0
37438,"Road, Movie",2009-09-18,0.0,17876559.0
14397,Whisper,2007-11-27,20000.0,5285197.0
43738,Eastern Plays,2009-10-16,0.0,132547.0
43601,Bombshell,1933-10-13,32000000.0,61404394.0
46103,Born to Raise Hell,2010-10-19,10000000.0,0.0
8316,The Countess,2009-02-09,8500000.0,784522.0
31605,The Last American Hero,1973-01-01,2000000.0,1000000.0
41215,Black Death,2010-06-07,0.0,265318.0
1782,Afterwards,2008-10-01,15400000.0,0.0
38234,Undisputed III : Redemption,2010-05-22,3000000.0,282548.0
77960,Desire Under the Elms,1958-03-12,0.0,1000000.0
54315,The Stranger in Me,2008-10-16,500000.0,0.0
44214,Black Swan,2010-12-02,13000000.0,327803731.0
91607,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things About Me?,1971-06-15,250000.0,0.0
130917,Tribute,1980-12-14,8000000.0,4000000.0
49953,A Turtle's Tale: Sammy's Adventures,2010-08-03,0.0,71594792.0
43943,Jack Goes Boating,2010-09-23,0.0,538000.0
27563,Flamingo Road,1949-05-06,1528000.0,2896000.0
26891,The Castle,1997-01-01,786675.0,861789.0
45593,Roman,2006-07-07,250000.0,0.0
28671,Habit,1996-08-31,200000.0,0.0
41123,Lourdes,2009-09-11,2500000.0,0.0
47065,Tales of an Ancient Empire,2010-07-31,1000000.0,0.0
38325,How I Ended This Summer,2010-02-17,2500000.0,622644.0
71317,Hamlet,1964-06-24,2000000.0,1568749.0
64340,Witch Way Love,1997-03-19,0.0,2700000.0
44571,The King of Fighters,2009-11-04,12000000.0,2000000.0
112072,The magnetic man,2009-10-16,262000.0,0.0
48303,Certified Copy,2010-05-18,7000000.0,7736632.0
39210,Somewhere,2010-09-03,8000000.0,14788642.0
62103,Agnosia,2010-09-26,0.0,822778.0
45958,Biutiful,2010-10-20,0.0,25147786.0
12444,Harry Potter and the Deathly Hallows: Part 1,2010-10-17,250000000.0,954305868.0
45269,The King's Speech,2010-09-06,15000000.0,414211549.0
46757,The Last Sunset,1961-06-06,3500000.0,0.0
71701,The Damned,1963-05-19,3000000.0,5758519.0
43862,Maytime,1937-03-26,2126000.0,4006000.0
44687,The Lost Skeleton Returns Again,2010-08-17,600.0,0.0
162643,Snow & Ashes,2010-05-16,600000.0,0.0
41999,The Art of the Steal,2009-01-01,0.0,64065.0
15012,Linewatch,2008-01-01,5000000.0,0.0
41556,The Romantics,2010-09-10,4500000.0,123820.0
52998,El Dorado,1988-04-20,4653000.0,6000000.0
202768,Three,1965-05-12,9000000.0,0.0
56648,The Toy,1976-12-08,28000000.0,47118057.0
35458,Crazy on the Outside,2010-01-08,0.0,88335.0
111396,Adrift,2009-11-13,35000000.0,59945012.0
46420,The Loved Ones,2009-09-13,4000000.0,358399.0
45324,Casino Jack,2010-09-16,12500000.0,1083683.0
15436,Let It Rain,2008-09-17,0.0,10134366.0
34764,Karthik Calling Karthik,2010-02-06,2800000.0,293500.0
37234,Sex & Drugs & Rock & Roll,2010-01-08,2000000.0,0.0
42561,Against the Current,2009-01-18,3000000.0,0.0
35123,The Verdict,1946-11-23,16000000.0,53977250.0
35395,Bunny and the Bull,2009-11-27,0.0,81010.0
24837,August Underground's Mordum,2003-01-01,300.0,0.0
28155,It Lives Again,1978-05-10,750000.0,1500000.0
57000,Breaking the Maya Code,2008-05-05,1000000.0,0.0
71395,Secret Ceremony,1968-10-23,3200000.0,0.0
59917,Cotton Comes to Harlem,1970-05-27,1200000.0,0.0
41187,Fate,2001-02-01,3500000.0,0.0
44160,Honey,2010-04-09,18000000.0,62646763.0
36738,Boy Interrupted,2009-10-03,350000.0,0.0
46503,All Good Things,2010-12-03,0.0,1754389.0
43973,Stray Dogs,2004-09-08,0.0,2373203.0
46660,I Love You Too,2010-05-06,6.0,0.0
170986,Frozen,2007-07-21,150000000.0,1274219009.0
96366,Days of Glory,1944-06-16,0.0,22963695.0
42888,How Do You Know,2010-12-17,120000000.0,48668907.0
44129,The Company Men,2010-10-21,15000000.0,4882577.0
23108,The Last of the Mohicans,1936-07-02,40000000.0,75505856.0
121006,Riffraff,1936-01-03,0.0,295444.0
37080,Mother and Child,2009-11-07,7000000.0,4000000.0
30023,Adventures of Power,2008-01-20,2500000.0,69229.0
83036,Titanic Town,1998-08-08,0.0,65244.0
50673,Life in Flight,2008-09-12,2000000.0,0.0
26138,Duelist,2005-09-08,12800000.0,6101904.0
49797,I Saw the Devil,2010-08-12,6000000.0,12966357.0
46788,Trash Humpers,2009-09-12,0.0,24998.0
52587,We Are the Night,2010-10-28,0.0,2405336.0
173288,Black Sheep,2006-10-25,45000.0,32000000.0
35138,Little Big Soldier,2010-02-14,25000000.0,0.0
27585,Rabbit Hole,2010-12-16,5000000.0,5129058.0
84827,The Life of Reilly,2006-03-12,0.0,38864.0
50071,Sweetgrass,2009-02-04,0.0,206728.0
1361,The Return of the King,1980-05-11,0.0,54114815.0
39839,Baghban,2003-01-01,0.0,1100000.0
48748,Klown,2010-12-16,0.0,7585569.0
56812,The Last Circus,2010-12-17,7000000.0,3218666.0
51358,Neighbors,1920-12-22,18000000.0,270665134.0
161512,Mission to Moscow,1943-05-22,10000000.0,126247.0
33107,And Soon the Darkness,2010-02-25,0.0,177182.0
50420,Countdown to Zero,2010-01-25,271323.0,0.0
31850,Breathless,2008-10-08,7500000.0,19910002.0
