id,title,release_date,budget,revenue
20651,Parineeta,2005-06-10,6250000.0,0.0
56321,Toto the Hero,1991-05-15,0.0,1228153.0
9528,Ladies in Lavender,2004-06-14,0.0,20377075.0
20941,Innocent Voices,2004-11-05,0.0,837000.0
18289,Godzilla vs. Biollante,1989-12-16,5000000.0,7000000.0
3011,Good Neighbor Sam,1964-07-22,0.0,9072726.0
272,Batman Begins,2005-06-10,150000000.0,374218673.0
15767,Godzilla: Final Wars,2004-12-04,19500000.0,12000000.0
9709,My Summer of Love,2004-08-20,0.0,2766094.0
29080,Heights,2005-01-01,0.0,1306281.0
45881,The Bridge of San Luis Rey,2004-01-01,24000000.0,0.0
25248,Saint Ralph,2004-09-11,0.0,489389.0
11451,Herbie Fully Loaded,2005-06-22,50000000.0,66002004.0
9722,Bewitched,2005-06-21,85000000.0,131426169.0
2994,Danger: Diabolik,1968-01-23,400000.0,0.0
9534,Ferpect Crime,2004-09-10,6000000.0,9040667.0
33908,Three… Extremes,2004-09-02,77532.0,516930.0
14653,Happily Ever After,2004-08-25,10900000.0,7725902.0
28000,Somebody Up There Likes Me,1956-07-03,1920000.0,3360000.0
25426,Coronado,2003-09-25,4700000.0,0.0
42491,Ulzana's Raid,1972-01-01,1200000.0,0.0
120747,The Adventures of Mark Twain,1944-05-03,0.0,849915.0
26323,Bordertown,1935-01-23,21000000.0,8329799.0
115565,Equinox,1992-09-18,8000.0,850000.0
26762,The Outfit,1973-10-01,5000000.0,4000000.0
34308,Modigliani,2004-05-18,12000000.0,0.0
11588,The I Inside,2004-01-15,8800000.0,72962.0
39464,Godzilla vs. Hedorah,1971-07-24,250000.0,2768400.0
78344,Bonjour Monsieur Shlomi,2003-04-03,0.0,133381.0
1553,The Beat That My Heart Skipped,2005-02-17,6400000.0,9293785.0
9738,Fantastic Four,2005-06-29,100000000.0,330579719.0
17599,The Hindenburg,1975-12-25,15000000.0,0.0
26654,Conflict,1945-06-15,774000.0,3707000.0
43367,The Big Sky,1952-08-19,140.0,0.0
21115,Fighter In The Wind,2004-08-12,6000000.0,0.0
38530,Symmetry,2003-09-16,7300.0,0.0
33693,Funny Ha Ha,2002-09-20,0.0,76901.0
1696,The Devil's Rejects,2005-07-22,7000000.0,20901859.0
1665,Last Days,2005-05-13,18300000.0,1928985.0
9775,November,2003-09-26,1550000.0,19084.0
11648,Must Love Dogs,2005-07-21,30000000.0,58405313.0
72899,The Music Lovers,1970-12-01,2000000.0,0.0
37632,The Order,2001-12-10,20000000.0,1970445.0
37640,Let's Get Lost,1988-09-15,0.0,573559.0
12259,Sholay,1975-08-15,408000.0,4800000.0
308,Broken Flowers,2005-05-17,10000000.0,45742101.0
25074,Mr. Canton and Lady Rose,1989-06-15,0.0,34036029.0
27449,Baby Face,1933-07-12,187000.0,451000.0
39946,The Browning Version,1951-04-06,0.0,487391.0
26579,The Heart is Deceitful Above All Things,2004-09-15,74050.0,176153.0
40254,Whispering Corridors,1998-05-30,600000.0,0.0
13919,The Chumscrubber,2005-06-08,6800000.0,351401.0
25956,Secuestro Express,2005-01-01,0.0,1898606.0
1444,Junebug,2005-08-03,1000000.0,0.0
24461,Asylum,2005-09-09,22000000.0,0.0
27292,Prime Cut,1972-06-28,0.0,1500000.0
37284,Acacia,2003-10-17,2000000.0,0.0
17824,Private Resort,1985-05-03,0.0,331816.0
108348,A Woman Rebels,1936-11-06,574000.0,583000.0
15907,Duma,2005-04-22,12000000.0,995000.0
11848,Animal Farm,1954-12-29,350000.0,0.0
34921,Winter Soldier,1972-01-27,170000000.0,714766572.0
25199,Teen Witch,1989-04-28,0.0,27843.0
53857,The Last of Mrs. Cheyney,1937-02-19,741000.0,1797000.0
52660,Cast a Deadly Spell,1991-01-01,6000000.0,0.0
85420,Movie Movie,1978-11-01,0.0,38362448.0
31977,Black,2005-02-04,1200000.0,733094.0
1917,Who Killed Bambi?,2003-12-24,0.0,850259.0
79684,Contraband,1940-05-11,4490331.0,96262212.0
16764,The Toolbox Murders,2004-11-12,185000.0,0.0
11460,Red Eye,2005-08-04,26000000.0,57891803.0
94529,My Cousin Rachel,1952-12-25,0.0,9200168.0
445,Caché,2005-05-02,8500000.0,36000000.0
